NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.3,20.0,10.0,7.0,2.24,0.88,0.41,0.45,46.77,116.0,92.0,22.0,36.0,521.0,09-01 14:26:30,0
27.3,20.0,10.0,8.0,2.24,0.84,0.5,0.39,46.8,116.0,92.0,22.0,35.0,518.0,09-01 14:26:31,0
27.21,20.0,10.0,7.0,2.05,1.11,0.38,0.46,46.77,116.0,92.0,23.0,36.0,520.0,09-01 14:26:32,0
27.2,20.0,11.0,8.0,2.5,0.82,0.4,0.52,46.73,116.0,91.0,22.0,35.0,516.0,09-01 14:26:33,0
27.2,20.0,11.0,7.0,2.75,0.65,0.6,0.49,46.81,116.0,91.0,23.0,35.0,528.0,09-01 14:26:34,0
27.2,20.0,10.0,7.0,2.27,1.18,0.3,0.53,46.84,116.0,92.0,23.0,35.0,514.0,09-01 14:26:35,0
27.2,20.0,11.0,9.0,2.69,0.66,0.54,0.44,46.96,116.0,91.0,23.0,36.0,515.0,09-01 14:26:36,0
27.13,20.0,11.0,8.0,2.03,1.07,0.49,0.38,46.88,116.0,91.0,22.0,35.0,517.0,09-01 14:26:37,0
27.1,20.0,11.0,8.0,2.42,1.16,0.33,0.58,46.92,116.0,91.0,22.0,36.0,530.0,09-01 14:26:38,0
27.1,20.0,11.0,8.0,2.71,0.72,0.6,0.41,46.98,116.0,91.0,23.0,35.0,513.0,09-01 14:26:39,0
27.1,20.0,10.0,8.0,1.98,1.16,0.44,0.42,46.96,116.0,93.0,22.0,35.0,521.0,09-01 14:26:40,0
27.1,19.0,11.0,8.0,2.41,1.05,0.34,0.57,46.94,116.0,93.0,23.0,35.0,514.0,09-01 14:26:41,0
27.1,20.0,11.0,8.0,2.54,0.78,0.58,0.38,46.92,116.0,92.0,23.0,35.0,524.0,09-01 14:26:42,0
27.1,20.0,11.0,9.0,2.01,1.22,0.36,0.45,46.87,116.0,92.0,22.0,35.0,530.0,09-01 14:26:43,0
27.1,22.0,11.0,8.0,2.61,0.86,0.42,0.57,46.87,116.0,91.0,23.0,35.0,527.0,09-01 14:26:44,0
27.1,19.0,11.0,7.0,2.42,0.82,0.6,0.35,46.86,116.0,91.0,22.0,35.0,519.0,09-01 14:26:45,0
