NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.1,20.0,11.0,8.0,1.82,0.98,0.35,0.3,45.8,0.0,119.0,23.0,35.0,514.0,08-26 13:52:06,0
27.0,20.0,12.0,7.0,2.01,1.1,0.3,0.38,45.86,0.0,119.0,23.0,36.0,518.0,08-26 13:52:07,0
27.03,20.0,12.0,9.0,2.29,0.94,0.34,0.38,45.94,0.0,119.0,23.0,35.0,528.0,08-26 13:52:08,0
27.1,19.0,12.0,9.0,2.32,0.84,0.37,0.36,45.98,0.0,119.0,22.0,35.0,511.0,08-26 13:52:09,0
27.1,19.0,12.0,9.0,1.99,0.96,0.39,0.3,46.03,0.0,119.0,22.0,35.0,525.0,08-26 13:52:10,0
27.1,20.0,12.0,8.0,2.06,1.1,0.32,0.39,45.9,0.0,119.0,23.0,35.0,511.0,08-26 13:52:11,0
27.01,21.0,12.0,9.0,2.3,0.87,0.37,0.34,45.9,0.0,119.0,23.0,35.0,513.0,08-26 13:52:12,0
27.0,20.0,13.0,8.0,1.97,1.01,0.34,0.32,45.91,0.0,119.0,23.0,36.0,522.0,08-26 13:52:13,0
27.0,19.0,12.0,8.0,2.17,1.07,0.36,0.38,45.93,0.0,119.0,22.0,36.0,529.0,08-26 13:52:14,0
27.06,20.0,12.0,8.0,2.27,0.91,0.4,0.32,45.9,0.0,119.0,23.0,36.0,518.0,08-26 13:52:15,0
27.1,20.0,12.0,9.0,1.94,1.09,0.35,0.35,45.92,0.0,119.0,23.0,36.0,519.0,08-26 13:52:16,0
27.1,19.0,12.0,7.0,2.27,0.97,0.37,0.4,45.93,0.0,119.0,22.0,36.0,513.0,08-26 13:52:17,0
27.1,19.0,12.0,7.0,2.21,0.92,0.4,0.31,45.94,0.0,119.0,22.0,35.0,522.0,08-26 13:52:18,0
27.1,20.0,12.0,6.0,2.0,1.16,0.31,0.36,45.98,0.0,119.0,22.0,35.0,511.0,08-26 13:52:19,0
27.1,20.0,12.0,7.0,2.29,0.95,0.4,0.38,45.89,0.0,119.0,23.0,36.0,511.0,08-26 13:52:20,0
27.1,20.0,12.0,8.0,2.11,0.94,0.4,0.3,45.92,0.0,119.0,22.0,36.0,526.0,08-26 13:52:21,0
27.1,20.0,12.0,8.0,2.06,1.0,0.3,0.34,45.85,0.0,119.0,22.0,36.0,512.0,08-26 13:52:22,0
27.1,19.0,12.0,8.0,2.23,0.82,0.4,0.34,46.37,123.0,73.0,22.0,35.0,511.0,08-26 13:52:23,0
27.1,20.0,11.0,8.0,1.98,1.0,0.36,0.3,46.96,123.0,74.0,22.0,36.0,515.0,08-26 13:52:24,0
27.1,20.0,12.0,9.0,2.06,1.12,0.31,0.4,47.57,123.0,74.0,22.0,35.0,515.0,08-26 13:52:25,0
27.1,20.0,12.0,9.0,2.31,0.87,0.4,0.34,47.96,123.0,74.0,22.0,36.0,517.0,08-26 13:52:26,0
27.1,20.0,13.0,8.0,1.91,1.07,0.34,0.32,48.37,123.0,74.0,23.0,35.0,519.0,08-26 13:52:27,0
27.1,20.0,11.0,9.0,2.17,1.03,0.33,0.4,48.67,123.0,74.0,22.0,35.0,513.0,08-26 13:52:28,0
27.1,21.0,12.0,10.0,2.26,0.94,0.4,0.31,49.25,123.0,74.0,22.0,35.0,521.0,08-26 13:52:29,0
27.08,20.0,12.0,8.0,1.92,1.04,0.34,0.37,49.69,123.0,74.0,23.0,36.0,529.0,08-26 13:52:30,0
27.0,20.0,13.0,8.0,2.24,0.98,0.33,0.39,49.93,123.0,74.0,23.0,36.0,530.0,08-26 13:52:31,0
27.06,20.0,12.0,9.0,2.14,0.93,0.4,0.3,50.59,123.0,73.0,22.0,35.0,529.0,08-26 13:52:32,0
27.1,20.0,11.0,9.0,1.99,1.09,0.31,0.35,50.99,123.0,73.0,23.0,36.0,519.0,08-26 13:52:33,0
