NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.1,21.0,12.0,7.0,2.22,0.7,0.42,0.34,46.63,0.0,119.0,22.0,35.0,521.0,08-26 14:16:48,0
27.1,19.0,11.0,8.0,2.29,0.76,0.5,0.31,46.68,0.0,119.0,23.0,36.0,514.0,08-26 14:16:49,0
27.1,20.0,12.0,7.0,1.92,0.97,0.48,0.33,46.79,0.0,119.0,22.0,35.0,527.0,08-26 14:16:50,0
27.1,20.0,12.0,8.0,2.21,0.89,0.47,0.4,46.67,0.0,119.0,23.0,35.0,515.0,08-26 14:16:51,0
27.1,20.0,12.0,8.0,2.23,0.82,0.54,0.3,46.75,0.0,119.0,22.0,36.0,518.0,08-26 14:16:52,0
27.1,20.0,11.0,8.0,1.99,0.98,0.46,0.4,46.72,0.0,119.0,23.0,35.0,514.0,08-26 14:16:53,0
27.01,20.0,11.0,7.0,2.19,0.84,0.51,0.39,46.58,0.0,119.0,23.0,35.0,515.0,08-26 14:16:54,0
27.02,20.0,12.0,8.0,2.12,0.83,0.54,0.3,46.57,0.0,119.0,23.0,35.0,514.0,08-26 14:16:55,0
27.1,20.0,12.0,9.0,1.97,1.03,0.46,0.36,46.67,0.0,119.0,23.0,35.0,528.0,08-26 14:16:56,0
27.1,20.0,13.0,9.0,2.34,0.81,0.54,0.38,46.67,0.0,119.0,22.0,36.0,514.0,08-26 14:16:57,0
27.1,20.0,12.0,8.0,2.03,0.87,0.53,0.34,46.68,0.0,119.0,22.0,36.0,517.0,08-26 14:16:58,0
27.1,20.0,12.0,9.0,2.08,0.98,0.45,0.4,46.69,0.0,119.0,22.0,35.0,522.0,08-26 14:16:59,0
27.1,21.0,12.0,8.0,2.32,0.77,0.54,0.34,46.64,0.0,119.0,23.0,36.0,517.0,08-26 14:17:00,0
27.1,20.0,13.0,8.0,1.94,0.93,0.51,0.32,46.68,0.0,119.0,23.0,36.0,528.0,08-26 14:17:01,0
27.1,20.0,11.0,8.0,2.16,0.96,0.47,0.4,46.6,0.0,119.0,23.0,35.0,514.0,08-26 14:17:02,0
27.1,20.0,12.0,8.0,2.31,0.78,0.54,0.32,46.6,0.0,119.0,22.0,36.0,515.0,08-26 14:17:03,0
27.03,19.0,12.0,7.0,1.98,0.97,0.47,0.32,46.6,0.0,119.0,23.0,36.0,511.0,08-26 14:17:04,0
27.01,20.0,13.0,9.0,2.18,0.87,0.5,0.39,46.52,0.0,119.0,22.0,35.0,520.0,08-26 14:17:05,0
27.1,20.0,12.0,9.0,2.21,0.83,0.54,0.3,46.59,0.0,119.0,23.0,35.0,526.0,08-26 14:17:06,0
27.1,20.0,14.0,9.0,2.01,1.0,0.46,0.4,46.68,0.0,119.0,22.0,36.0,514.0,08-26 14:17:07,0
