NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.0,20.0,12.0,8.0,1.95,1.02,0.48,0.46,44.9,80.0,69.0,22.0,36.0,530.0,09-20 16:54:07,0
27.0,20.0,13.0,7.0,2.0,0.99,0.5,0.46,44.72,80.0,69.0,23.0,36.0,512.0,09-20 16:54:08,0
27.0,20.0,12.0,8.0,2.09,1.11,0.4,0.56,44.55,80.0,69.0,23.0,35.0,527.0,09-20 16:54:09,0
27.09,20.0,13.0,7.0,2.39,0.88,0.48,0.5,44.44,80.0,69.0,23.0,35.0,518.0,09-20 16:54:10,0
27.09,20.0,12.0,9.0,1.96,1.01,0.51,0.46,44.37,80.0,69.0,22.0,36.0,517.0,09-20 16:54:11,0
27.0,20.0,12.0,8.0,2.07,1.06,0.41,0.56,44.32,80.0,69.0,22.0,36.0,516.0,09-20 16:54:12,0
27.0,19.0,11.0,8.0,2.3,0.89,0.51,0.49,44.11,80.0,72.0,23.0,36.0,512.0,09-20 16:54:13,0
27.0,20.0,12.0,9.0,1.94,1.09,0.47,0.5,44.07,80.0,72.0,23.0,36.0,525.0,09-20 16:54:14,0
27.0,20.0,11.0,7.0,2.21,1.0,0.41,0.56,43.98,80.0,72.0,22.0,36.0,523.0,09-20 16:54:15,0
27.0,20.0,12.0,8.0,2.28,0.9,0.54,0.47,43.92,80.0,69.0,22.0,35.0,516.0,09-20 16:54:16,0
27.1,20.0,12.0,8.0,1.96,1.12,0.42,0.49,43.9,80.0,69.0,23.0,36.0,527.0,09-20 16:54:17,0
27.1,20.0,12.0,9.0,2.23,0.97,0.42,0.54,43.79,80.0,69.0,23.0,35.0,526.0,09-20 16:54:18,0
27.1,20.0,12.0,9.0,2.14,0.95,0.56,0.46,43.78,80.0,69.0,22.0,35.0,512.0,09-20 16:54:19,0
27.1,20.0,12.0,7.0,2.01,1.14,0.43,0.54,43.72,80.0,69.0,22.0,36.0,511.0,09-20 16:54:20,0
27.1,20.0,11.0,9.0,2.4,0.9,0.49,0.5,43.66,80.0,69.0,22.0,36.0,511.0,09-20 16:54:21,0
27.1,20.0,12.0,7.0,1.97,0.98,0.48,0.46,43.63,80.0,69.0,23.0,36.0,528.0,09-20 16:54:22,0
27.1,21.0,12.0,9.0,2.07,1.07,0.4,0.55,43.67,80.0,69.0,22.0,35.0,519.0,09-20 16:54:23,0
27.1,20.0,12.0,7.0,2.42,0.88,0.48,0.5,43.68,80.0,69.0,22.0,35.0,519.0,09-20 16:54:24,0
27.14,20.0,13.0,7.0,1.92,0.99,0.51,0.46,43.68,80.0,69.0,22.0,36.0,529.0,09-20 16:54:25,0
27.2,20.0,12.0,8.0,2.09,1.04,0.4,0.56,43.62,80.0,69.0,23.0,35.0,518.0,09-20 16:54:26,0
27.12,20.0,12.0,8.0,2.27,0.87,0.48,0.47,43.57,80.0,69.0,23.0,36.0,511.0,09-20 16:54:27,0
