NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.0,20.0,12.0,9.0,2.04,1.08,0.3,0.47,41.66,80.0,16.0,23.0,36.0,530.0,08-27 05:58:22,0
27.08,20.0,12.0,8.0,2.26,0.87,0.37,0.51,41.71,80.0,16.0,23.0,35.0,513.0,08-27 05:58:23,0
27.08,20.0,12.0,7.0,2.09,0.94,0.4,0.45,41.68,80.0,16.0,22.0,35.0,518.0,08-27 05:58:24,0
27.0,20.0,12.0,8.0,1.96,1.06,0.36,0.46,41.6,80.0,16.0,23.0,35.0,512.0,08-27 05:58:25,0
27.0,19.0,12.0,8.0,2.1,1.08,0.3,0.55,41.58,80.0,16.0,22.0,36.0,519.0,08-27 05:58:26,0
27.0,20.0,13.0,7.0,2.3,0.88,0.38,0.47,41.61,80.0,16.0,23.0,35.0,517.0,08-27 05:58:27,0
27.0,20.0,12.0,8.0,1.93,1.08,0.34,0.51,41.62,80.0,16.0,23.0,35.0,524.0,08-27 05:58:28,0
27.0,20.0,12.0,8.0,2.22,1.04,0.32,0.55,41.66,80.0,16.0,22.0,35.0,529.0,08-27 05:58:29,0
27.0,19.0,12.0,8.0,2.21,0.9,0.4,0.46,41.68,80.0,16.0,22.0,36.0,528.0,08-27 05:58:30,0
27.03,20.0,11.0,8.0,2.01,1.06,0.31,0.51,41.68,80.0,16.0,23.0,35.0,515.0,08-27 05:58:31,0
27.1,20.0,12.0,8.0,2.26,0.93,0.39,0.54,41.76,80.0,16.0,22.0,36.0,512.0,08-27 05:58:32,0
27.04,20.0,12.0,9.0,2.06,0.89,0.4,0.45,41.8,80.0,16.0,22.0,36.0,517.0,08-27 05:58:33,0
27.0,20.0,12.0,8.0,2.06,1.11,0.31,0.48,41.81,80.0,16.0,22.0,36.0,513.0,08-27 05:58:34,0
27.09,20.0,11.0,9.0,2.29,0.89,0.4,0.52,41.85,80.0,16.0,22.0,36.0,515.0,08-27 05:58:35,0
27.1,20.0,12.0,7.0,2.02,0.97,0.39,0.45,41.91,80.0,16.0,23.0,35.0,518.0,08-27 05:58:36,0
27.1,19.0,12.0,9.0,2.08,1.1,0.32,0.54,41.87,80.0,16.0,22.0,35.0,519.0,08-27 05:58:37,0
27.04,21.0,12.0,8.0,2.32,0.84,0.38,0.48,41.86,80.0,16.0,22.0,35.0,511.0,08-27 05:58:38,0
27.0,20.0,11.0,8.0,1.95,1.06,0.36,0.48,41.87,80.0,16.0,23.0,35.0,521.0,08-27 05:58:39,0
27.08,20.0,12.0,8.0,2.14,1.07,0.32,0.55,41.87,80.0,16.0,23.0,35.0,517.0,08-27 05:58:40,0
27.09,20.0,12.0,7.0,2.31,0.9,0.41,0.46,41.87,80.0,16.0,22.0,36.0,530.0,08-27 05:58:41,0
27.0,20.0,11.0,8.0,1.99,1.05,0.35,0.55,41.91,80.0,16.0,23.0,36.0,527.0,08-27 05:58:42,0
27.04,21.0,12.0,8.0,2.14,1.03,0.36,0.55,41.91,80.0,16.0,22.0,36.0,521.0,08-27 05:58:43,0
27.1,21.0,12.0,8.0,2.19,0.88,0.4,0.46,41.93,80.0,16.0,23.0,36.0,530.0,08-27 05:58:44,0
27.1,20.0,11.0,8.0,1.97,1.13,0.32,0.51,41.92,80.0,16.0,23.0,36.0,524.0,08-27 05:58:45,0
27.1,20.0,11.0,8.0,1.88,1.07,0.36,0.48,42.35,80.0,16.0,23.0,35.0,526.0,08-27 05:58:46,0
27.1,20.0,12.0,8.0,1.8,1.0,0.4,0.45,42.78,80.0,16.0,22.0,35.0,513.0,08-27 05:58:47,0
27.1,20.0,12.0,8.0,2.02,1.12,0.31,0.54,43.17,80.0,16.0,23.0,36.0,513.0,08-27 05:58:48,0
27.1,20.0,12.0,8.0,2.31,0.88,0.37,0.52,43.55,80.0,16.0,22.0,35.0,524.0,08-27 05:58:49,0
27.17,21.0,12.0,8.0,2.07,0.98,0.38,0.45,43.65,80.0,16.0,23.0,36.0,528.0,08-27 05:58:50,0
27.2,20.0,12.0,9.0,2.07,1.11,0.3,0.51,43.62,80.0,16.0,22.0,35.0,528.0,08-27 05:58:51,0
27.1,20.0,12.0,8.0,2.26,0.81,0.39,0.5,43.66,80.0,16.0,23.0,36.0,522.0,08-27 05:58:52,0
27.1,20.0,12.0,8.0,1.99,1.01,0.38,0.45,43.72,80.0,16.0,23.0,35.0,511.0,08-27 05:58:53,0
27.1,20.0,12.0,8.0,2.09,1.08,0.3,0.54,43.71,80.0,16.0,23.0,36.0,522.0,08-27 05:58:54,0
27.1,20.0,12.0,8.0,2.31,0.88,0.38,0.47,43.62,80.0,16.0,23.0,35.0,530.0,08-27 05:58:55,0
27.1,20.0,12.0,8.0,1.92,1.01,0.35,0.46,43.56,80.0,16.0,22.0,35.0,511.0,08-27 05:58:56,0
27.1,20.0,11.0,10.0,2.1,1.1,0.3,0.55,43.47,80.0,16.0,23.0,36.0,514.0,08-27 05:58:57,0
27.01,20.0,12.0,8.0,2.05,0.95,0.39,0.45,43.42,80.0,16.0,23.0,36.0,512.0,08-27 05:58:58,0
27.1,20.0,12.0,9.0,2.07,1.12,0.32,0.52,43.36,80.0,16.0,22.0,35.0,511.0,08-27 05:58:59,0
27.1,20.0,12.0,8.0,2.22,0.82,0.37,0.51,43.28,80.0,16.0,23.0,35.0,517.0,08-27 05:59:00,0
27.1,20.0,12.0,9.0,2.02,1.02,0.38,0.46,43.23,80.0,16.0,22.0,36.0,511.0,08-27 05:59:01,0
27.02,20.0,12.0,7.0,2.07,1.12,0.3,0.55,43.19,80.0,16.0,22.0,35.0,511.0,08-27 05:59:02,0
27.0,20.0,12.0,7.0,2.37,0.86,0.38,0.48,43.09,80.0,16.0,23.0,35.0,522.0,08-27 05:59:03,0
27.0,19.0,12.0,8.0,1.93,1.06,0.37,0.49,43.08,80.0,16.0,23.0,35.0,529.0,08-27 05:59:04,0
27.02,21.0,13.0,9.0,2.16,1.06,0.32,0.55,43.02,80.0,16.0,22.0,36.0,515.0,08-27 05:59:05,0
27.1,20.0,11.0,7.0,2.32,0.88,0.4,0.48,42.98,80.0,16.0,22.0,35.0,512.0,08-27 05:59:06,0
27.1,21.0,13.0,7.0,1.98,1.04,0.34,0.45,42.96,80.0,16.0,22.0,35.0,512.0,08-27 05:59:07,0
27.1,20.0,13.0,8.0,2.24,1.01,0.37,0.55,42.93,80.0,16.0,23.0,35.0,517.0,08-27 05:59:08,0
27.1,19.0,12.0,8.0,2.22,0.9,0.4,0.45,42.9,80.0,16.0,22.0,36.0,528.0,08-27 05:59:09,0
27.1,20.0,12.0,10.0,1.94,1.13,0.33,0.49,42.87,80.0,16.0,23.0,35.0,525.0,08-27 05:59:10,0
27.1,20.0,12.0,9.0,2.24,0.91,0.37,0.53,42.78,80.0,16.0,22.0,36.0,528.0,08-27 05:59:11,0
27.1,20.0,11.0,8.0,2.06,0.94,0.4,0.45,42.67,80.0,16.0,22.0,35.0,519.0,08-27 05:59:12,0
27.1,20.0,12.0,9.0,2.06,1.11,0.3,0.54,42.62,80.0,16.0,23.0,35.0,512.0,08-27 05:59:13,0
27.1,20.0,12.0,8.0,2.36,0.89,0.4,0.51,42.69,80.0,16.0,22.0,36.0,516.0,08-27 05:59:14,0
27.1,20.0,12.0,9.0,2.02,0.98,0.38,0.51,42.69,80.0,16.0,22.0,36.0,513.0,08-27 05:59:15,0
27.1,20.0,12.0,9.0,2.11,1.09,0.32,0.55,42.67,80.0,16.0,23.0,36.0,521.0,08-27 05:59:16,0
27.1,20.0,13.0,8.0,2.26,0.82,0.4,0.48,42.7,80.0,16.0,23.0,36.0,523.0,08-27 05:59:17,0
27.1,20.0,12.0,8.0,1.95,1.04,0.37,0.46,42.68,80.0,16.0,22.0,35.0,527.0,08-27 05:59:18,0
27.1,20.0,12.0,8.0,2.08,1.11,0.32,0.55,42.63,80.0,16.0,22.0,36.0,528.0,08-27 05:59:19,0
27.1,20.0,12.0,7.0,2.3,0.92,0.41,0.48,42.59,80.0,16.0,22.0,35.0,511.0,08-27 05:59:20,0
27.1,19.0,12.0,8.0,1.93,1.11,0.38,0.51,42.61,80.0,16.0,22.0,35.0,522.0,08-27 05:59:21,0
27.1,20.0,12.0,8.0,2.21,1.06,0.38,0.55,42.58,80.0,16.0,22.0,35.0,515.0,08-27 05:59:22,0
27.1,21.0,12.0,8.0,2.19,0.91,0.47,0.47,42.5,80.0,16.0,23.0,36.0,511.0,08-27 05:59:23,0
27.16,20.0,12.0,8.0,2.0,1.15,0.4,0.48,42.5,80.0,16.0,22.0,35.0,530.0,08-27 05:59:24,0
27.2,20.0,12.0,8.0,2.18,1.02,0.44,0.54,42.52,80.0,16.0,22.0,35.0,511.0,08-27 05:59:25,0
27.2,20.0,12.0,8.0,2.1,1.05,0.51,0.45,42.62,80.0,16.0,22.0,35.0,521.0,08-27 05:59:26,0
27.2,21.0,12.0,8.0,1.99,1.3,0.45,0.55,42.65,80.0,16.0,22.0,36.0,518.0,08-27 05:59:27,0
27.2,20.0,12.0,6.0,2.18,1.02,0.53,0.45,42.62,80.0,16.0,22.0,36.0,530.0,08-27 05:59:28,0
27.2,20.0,13.0,8.0,1.96,1.1,0.48,0.46,42.64,80.0,16.0,22.0,35.0,513.0,08-27 05:59:29,0
27.2,20.0,12.0,8.0,2.17,1.21,0.49,0.55,42.77,80.0,16.0,22.0,36.0,521.0,08-27 05:59:30,0
27.29,19.0,12.0,9.0,2.26,1.03,0.56,0.47,42.82,80.0,16.0,22.0,36.0,511.0,08-27 05:59:31,0
27.29,20.0,12.0,8.0,1.98,1.21,0.52,0.45,42.94,80.0,16.0,22.0,35.0,521.0,08-27 05:59:32,0
27.2,20.0,12.0,8.0,2.14,1.21,0.56,0.54,43.09,80.0,16.0,22.0,35.0,516.0,08-27 05:59:33,0
27.24,20.0,12.0,8.0,2.19,1.1,0.61,0.46,43.17,80.0,16.0,22.0,35.0,521.0,08-27 05:59:34,0
27.3,20.0,12.0,8.0,1.99,1.36,0.58,0.52,43.22,80.0,16.0,22.0,36.0,514.0,08-27 05:59:35,0
27.3,20.0,12.0,9.0,2.21,1.2,0.58,0.54,43.32,80.0,16.0,22.0,35.0,525.0,08-27 05:59:36,0
27.3,19.0,12.0,8.0,2.14,1.2,0.66,0.45,43.43,80.0,16.0,23.0,36.0,511.0,08-27 05:59:37,0
27.3,19.0,12.0,7.0,2.01,1.35,0.59,0.51,43.52,80.0,16.0,23.0,36.0,516.0,08-27 05:59:38,0
27.3,20.0,12.0,8.0,2.36,1.16,0.67,0.52,43.61,80.0,16.0,22.0,36.0,514.0,08-27 05:59:39,0
27.3,21.0,13.0,7.0,2.0,1.26,0.69,0.46,43.64,80.0,16.0,22.0,36.0,529.0,08-27 05:59:40,0
27.24,19.0,12.0,8.0,2.1,1.44,0.63,0.55,43.64,80.0,16.0,22.0,35.0,528.0,08-27 05:59:41,0
27.2,20.0,12.0,7.0,2.39,1.26,0.75,0.49,43.66,80.0,16.0,23.0,35.0,512.0,08-27 05:59:42,0
27.29,20.0,13.0,8.0,1.97,1.37,0.74,0.45,43.67,80.0,16.0,23.0,35.0,515.0,08-27 05:59:43,0
27.3,21.0,12.0,7.0,2.13,1.5,0.74,0.54,43.75,80.0,16.0,23.0,35.0,523.0,08-27 05:59:44,0
27.3,21.0,12.0,7.0,2.3,1.26,0.82,0.49,43.87,78.0,30.0,22.0,36.0,522.0,08-27 05:59:45,0
27.3,20.0,12.0,7.0,1.97,1.5,0.79,0.48,43.94,80.0,16.0,23.0,36.0,516.0,08-27 05:59:46,0
27.3,20.0,13.0,6.0,2.13,1.48,0.76,0.55,43.99,80.0,16.0,23.0,35.0,520.0,08-27 05:59:47,0
27.3,20.0,12.0,8.0,2.2,1.4,0.87,0.46,44.04,81.0,30.0,22.0,36.0,525.0,08-27 05:59:48,1
27.29,19.0,13.0,8.0,1.92,1.56,0.84,0.51,44.22,79.0,27.0,22.0,36.0,511.0,08-27 05:59:49,1
27.2,20.0,12.0,8.0,2.23,1.51,0.86,0.55,44.25,82.0,28.0,23.0,36.0,523.0,08-27 05:59:50,1
27.2,20.0,12.0,10.0,2.17,1.5,0.95,0.45,44.26,82.0,28.0,22.0,36.0,514.0,08-27 05:59:51,1
27.2,20.0,12.0,8.0,2.03,1.71,0.9,0.55,44.44,79.0,27.0,23.0,35.0,518.0,08-27 05:59:52,1
27.2,20.0,12.0,9.0,2.26,1.47,0.98,0.52,44.63,21.0,8.0,23.0,35.0,518.0,08-27 05:59:53,1
27.2,20.0,12.0,9.0,2.05,1.58,1.03,0.45,47.64,21.0,8.0,22.0,36.0,527.0,08-27 05:59:54,1
27.2,19.0,12.0,7.0,2.02,1.76,0.95,0.51,48.51,21.0,8.0,23.0,36.0,522.0,08-27 05:59:55,1
27.2,20.0,12.0,8.0,2.31,1.54,1.06,0.51,49.23,21.0,8.0,22.0,35.0,515.0,08-27 05:59:56,1
27.2,20.0,11.0,8.0,1.97,1.71,1.09,0.45,49.67,21.0,8.0,23.0,35.0,514.0,08-27 05:59:57,1
27.2,20.0,12.0,8.0,2.0,1.9,1.03,0.55,50.06,20.0,8.0,23.0,36.0,511.0,08-27 05:59:58,1
27.2,19.0,11.0,9.0,2.0,1.75,1.15,0.48,50.33,20.0,8.0,22.0,36.0,529.0,08-27 05:59:59,1
27.2,20.0,12.0,8.0,1.96,1.93,1.11,0.51,50.57,21.0,8.0,23.0,36.0,523.0,08-27 06:00:00,1
27.2,20.0,12.0,7.0,2.28,1.74,1.16,0.54,50.9,21.0,8.0,23.0,35.0,512.0,08-27 06:00:01,1
27.2,20.0,13.0,9.0,2.11,1.78,1.23,0.45,51.19,21.0,8.0,23.0,36.0,518.0,08-27 06:00:02,1
27.24,21.0,12.0,8.0,2.01,1.94,1.18,0.55,51.44,21.0,8.0,22.0,36.0,522.0,08-27 06:00:03,1
27.3,20.0,12.0,7.0,2.37,1.8,1.28,0.52,51.53,20.0,8.0,23.0,35.0,519.0,08-27 06:00:04,1
27.22,20.0,11.0,8.0,2.01,1.88,1.32,0.45,51.78,20.0,8.0,23.0,36.0,523.0,08-27 06:00:05,1
27.22,19.0,12.0,7.0,2.12,2.05,1.29,0.48,51.95,20.0,8.0,23.0,36.0,526.0,08-27 06:00:06,1
27.3,20.0,11.0,8.0,2.29,1.85,1.4,0.51,52.1,21.0,8.0,22.0,35.0,522.0,08-27 06:00:07,1
27.3,20.0,12.0,8.0,1.98,2.06,1.39,0.46,52.25,21.0,8.0,23.0,36.0,527.0,08-27 06:00:08,1
27.3,20.0,12.0,8.0,2.08,2.19,1.38,0.55,52.32,21.0,8.0,23.0,36.0,515.0,08-27 06:00:09,1
27.23,20.0,12.0,7.0,2.3,1.99,1.49,0.46,52.52,21.0,8.0,23.0,35.0,527.0,08-27 06:00:10,1
27.2,20.0,12.0,9.0,1.9,2.14,1.54,0.45,52.64,21.0,8.0,23.0,35.0,527.0,08-27 06:00:11,1
27.25,20.0,12.0,9.0,2.05,2.1,1.56,0.45,53.06,21.0,8.0,23.0,35.0,523.0,08-27 06:00:12,1
27.3,20.0,12.0,8.0,2.2,2.07,1.57,0.45,53.48,21.0,8.0,22.0,35.0,526.0,08-27 06:00:13,1
27.3,19.0,12.0,9.0,1.99,2.24,1.52,0.49,53.98,20.0,8.0,22.0,36.0,524.0,08-27 06:00:14,1
27.3,20.0,12.0,8.0,2.27,2.2,1.59,0.54,54.29,21.0,8.0,23.0,36.0,517.0,08-27 06:00:15,1
27.3,20.0,12.0,7.0,2.19,2.2,1.69,0.45,54.56,21.0,8.0,23.0,36.0,524.0,08-27 06:00:16,1
27.3,20.0,11.0,9.0,2.03,2.45,1.65,0.48,54.72,21.0,8.0,22.0,35.0,525.0,08-27 06:00:17,1
27.32,20.0,12.0,9.0,2.28,2.26,1.76,0.53,54.89,21.0,8.0,22.0,35.0,511.0,08-27 06:00:18,1
27.5,21.0,12.0,6.0,2.03,2.37,1.81,0.45,54.97,21.0,8.0,22.0,36.0,511.0,08-27 06:00:19,1
27.46,19.0,12.0,7.0,2.06,2.58,1.77,0.53,55.01,21.0,8.0,23.0,36.0,519.0,08-27 06:00:20,1
27.4,20.0,11.0,8.0,2.33,2.37,1.92,0.5,55.12,21.0,8.0,22.0,36.0,521.0,08-27 06:00:21,1
27.47,19.0,12.0,8.0,1.98,2.57,1.94,0.45,55.28,21.0,8.0,22.0,36.0,525.0,08-27 06:00:22,1
27.51,20.0,13.0,8.0,2.08,2.68,1.92,0.55,55.33,21.0,8.0,22.0,35.0,526.0,08-27 06:00:23,1
27.6,21.0,12.0,10.0,2.3,2.56,2.06,0.47,55.3,21.0,8.0,22.0,35.0,524.0,08-27 06:00:24,1
27.64,20.0,12.0,7.0,1.94,2.75,2.08,0.48,55.34,21.0,8.0,23.0,36.0,523.0,08-27 06:00:25,1
27.7,20.0,12.0,8.0,2.18,2.78,2.14,0.55,55.51,21.0,8.0,22.0,35.0,524.0,08-27 06:00:26,1
27.7,20.0,11.0,7.0,2.23,2.69,2.24,0.47,55.5,21.0,8.0,22.0,35.0,522.0,08-27 06:00:27,1
27.7,20.0,11.0,8.0,1.99,2.98,2.22,0.52,55.53,21.0,8.0,23.0,35.0,513.0,08-27 06:00:28,1
27.7,19.0,12.0,8.0,2.18,3.06,2.32,0.55,55.62,21.0,8.0,22.0,36.0,521.0,08-27 06:00:29,1
27.78,19.0,13.0,6.0,1.92,2.99,2.35,0.45,55.58,21.0,8.0,22.0,36.0,526.0,08-27 06:00:30,1
27.9,20.0,12.0,8.0,2.03,3.16,2.34,0.54,55.56,21.0,8.0,23.0,36.0,518.0,08-27 06:00:31,1
27.9,20.0,12.0,9.0,2.33,2.94,2.45,0.48,55.58,21.0,8.0,22.0,36.0,527.0,08-27 06:00:32,1
27.9,20.0,12.0,8.0,1.96,3.21,2.52,0.48,55.74,21.0,8.0,23.0,36.0,523.0,08-27 06:00:33,1
27.99,20.0,12.0,8.0,2.11,3.26,2.51,0.55,55.8,21.0,8.0,22.0,35.0,519.0,08-27 06:00:34,1
28.02,19.0,12.0,9.0,2.29,3.15,2.66,0.46,55.83,21.0,8.0,23.0,36.0,524.0,08-27 06:00:35,1
