NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.5,20.0,12.0,9.0,2.09,1.46,0.43,0.49,38.98,109.0,58.0,22.0,36.0,527.0,08-26 20:56:20,0
27.5,20.0,11.0,8.0,2.47,1.07,0.5,0.41,39.04,111.0,57.0,23.0,36.0,511.0,08-26 20:56:21,0
27.48,21.0,12.0,8.0,2.06,1.44,0.44,0.48,39.09,122.0,55.0,22.0,36.0,527.0,08-26 20:56:22,0
27.4,20.0,12.0,8.0,2.77,0.97,0.51,0.47,39.15,112.0,61.0,23.0,35.0,513.0,08-26 20:56:23,0
27.4,20.0,11.0,8.0,2.1,1.22,0.49,0.42,39.15,111.0,59.0,23.0,36.0,514.0,08-26 20:56:24,0
27.4,20.0,13.0,8.0,2.58,1.11,0.43,0.49,39.11,109.0,61.0,23.0,36.0,519.0,08-26 20:56:25,0
27.4,20.0,12.0,8.0,2.36,0.98,0.55,0.4,39.11,109.0,61.0,22.0,36.0,527.0,08-26 20:56:26,0
27.38,20.0,12.0,7.0,2.23,1.37,0.41,0.48,39.1,109.0,58.0,23.0,36.0,521.0,08-26 20:56:27,0
27.3,19.0,11.0,7.0,2.79,0.9,0.53,0.44,39.12,109.0,58.0,22.0,36.0,522.0,08-26 20:56:28,0
27.3,20.0,12.0,7.0,2.0,1.33,0.47,0.44,39.1,109.0,61.0,22.0,36.0,524.0,08-26 20:56:29,0
27.3,20.0,11.0,8.0,2.71,1.03,0.49,0.48,39.05,109.0,61.0,23.0,36.0,519.0,08-26 20:56:30,0
27.3,19.0,12.0,10.0,2.17,1.08,0.52,0.4,39.02,109.0,61.0,22.0,36.0,527.0,08-26 20:56:31,0
27.3,20.0,12.0,7.0,2.29,1.23,0.4,0.49,39.06,87.0,63.0,22.0,35.0,524.0,08-26 20:56:32,0
27.3,19.0,13.0,9.0,2.64,0.91,0.57,0.43,39.05,87.0,60.0,22.0,36.0,520.0,08-26 20:56:33,0
27.26,20.0,12.0,8.0,2.08,1.39,0.44,0.44,39.02,110.0,59.0,22.0,36.0,528.0,08-26 20:56:34,0
27.2,20.0,12.0,8.0,2.75,0.94,0.5,0.48,38.99,85.0,61.0,23.0,36.0,513.0,08-26 20:56:35,0
27.27,20.0,12.0,9.0,2.13,1.21,0.52,0.43,39.04,87.0,60.0,23.0,36.0,513.0,08-26 20:56:36,0
27.3,20.0,12.0,8.0,2.53,1.19,0.44,0.5,39.13,108.0,62.0,22.0,35.0,515.0,08-26 20:56:37,0
27.1,20.0,12.0,7.0,2.42,0.92,0.57,0.41,39.05,86.0,59.0,22.0,35.0,523.0,08-26 20:56:38,0
27.12,20.0,12.0,9.0,2.11,1.41,0.41,0.49,39.11,86.0,62.0,22.0,35.0,516.0,08-26 20:56:39,0
27.2,20.0,12.0,7.0,2.75,0.9,0.52,0.46,39.1,86.0,62.0,23.0,36.0,517.0,08-26 20:56:40,0
27.2,20.0,12.0,8.0,2.08,1.24,0.46,0.42,39.07,84.0,62.0,22.0,36.0,528.0,08-26 20:56:41,0
27.2,20.0,12.0,8.0,2.63,1.04,0.46,0.49,39.12,87.0,60.0,23.0,35.0,511.0,08-26 20:56:42,0
27.1,20.0,12.0,9.0,2.24,1.04,0.51,0.4,39.04,87.0,60.0,23.0,35.0,513.0,08-26 20:56:43,0
27.1,21.0,12.0,8.0,2.3,1.32,0.41,0.5,39.12,85.0,61.0,23.0,36.0,511.0,08-26 20:56:44,0
27.1,20.0,12.0,7.0,2.7,0.87,0.54,0.43,39.27,85.0,61.0,23.0,36.0,517.0,08-26 20:56:45,0
27.1,20.0,12.0,7.0,2.02,1.37,0.44,0.46,39.16,85.0,61.0,22.0,35.0,521.0,08-26 20:56:46,0
27.1,20.0,13.0,8.0,2.7,0.99,0.48,0.47,39.06,86.0,61.0,23.0,36.0,522.0,08-26 20:56:47,0
27.1,20.0,12.0,8.0,2.12,1.06,0.5,0.4,39.04,86.0,61.0,22.0,35.0,516.0,08-26 20:56:48,0
27.1,20.0,12.0,8.0,2.37,1.21,0.42,0.49,39.02,86.0,62.0,22.0,35.0,516.0,08-26 20:56:49,0
27.1,19.0,12.0,8.0,2.54,0.9,0.53,0.42,39.12,85.0,59.0,22.0,35.0,526.0,08-26 20:56:50,0
27.1,22.0,13.0,8.0,1.9,1.2,0.5,0.4,39.09,85.0,61.0,22.0,36.0,520.0,08-26 20:56:51,0
27.1,20.0,12.0,8.0,2.63,0.87,0.53,0.42,39.13,86.0,61.0,22.0,35.0,524.0,08-26 20:56:52,0
27.1,19.0,12.0,8.0,2.02,1.36,0.43,0.45,39.09,87.0,62.0,22.0,35.0,525.0,08-26 20:56:53,0
27.1,19.0,12.0,9.0,2.71,0.93,0.49,0.47,39.06,87.0,62.0,23.0,36.0,518.0,08-26 20:56:54,0
27.1,21.0,12.0,8.0,2.11,1.14,0.51,0.41,38.99,86.0,62.0,23.0,36.0,514.0,08-26 20:56:55,0
27.1,20.0,13.0,9.0,2.46,1.21,0.43,0.5,39.04,86.0,61.0,22.0,36.0,526.0,08-26 20:56:56,0
27.1,20.0,12.0,8.0,2.49,0.91,0.57,0.4,39.09,86.0,59.0,23.0,35.0,524.0,08-26 20:56:57,0
27.1,20.0,11.0,8.0,2.1,1.37,0.42,0.47,39.0,86.0,60.0,23.0,36.0,518.0,08-26 20:56:58,0
27.1,20.0,12.0,8.0,2.71,0.87,0.51,0.46,38.99,85.0,61.0,22.0,36.0,511.0,08-26 20:56:59,0
27.0,21.0,12.0,8.0,2.07,1.28,0.46,0.42,39.07,85.0,58.0,23.0,35.0,524.0,08-26 20:57:00,0
27.0,20.0,12.0,8.0,2.59,1.11,0.45,0.5,39.0,85.0,58.0,23.0,35.0,524.0,08-26 20:57:01,0
27.0,20.0,13.0,9.0,2.36,0.97,0.54,0.4,39.03,87.0,60.0,23.0,35.0,525.0,08-26 20:57:02,0
27.06,20.0,12.0,8.0,2.27,1.36,0.41,0.49,39.16,87.0,60.0,23.0,35.0,529.0,08-26 20:57:03,0
27.1,20.0,13.0,8.0,2.62,0.87,0.56,0.43,39.12,87.0,60.0,22.0,35.0,530.0,08-26 20:57:04,0
27.1,19.0,12.0,7.0,2.0,1.33,0.43,0.46,39.04,86.0,60.0,22.0,36.0,529.0,08-26 20:57:05,0
27.07,20.0,12.0,8.0,2.71,0.93,0.48,0.48,39.07,87.0,60.0,23.0,35.0,530.0,08-26 20:57:06,0
27.0,20.0,13.0,7.0,2.16,1.08,0.5,0.4,39.04,87.0,60.0,23.0,35.0,518.0,08-26 20:57:07,0
27.0,20.0,12.0,7.0,2.36,1.31,0.42,0.49,39.07,87.0,60.0,22.0,36.0,516.0,08-26 20:57:08,0
27.0,20.0,12.0,8.0,2.61,0.94,0.56,0.42,39.16,87.0,60.0,22.0,36.0,513.0,08-26 20:57:09,0
27.1,20.0,11.0,7.0,2.09,1.4,0.42,0.48,39.21,86.0,62.0,23.0,36.0,519.0,08-26 20:57:10,0
27.08,20.0,12.0,8.0,2.71,0.85,0.51,0.45,39.09,87.0,60.0,23.0,35.0,526.0,08-26 20:57:11,0
27.0,20.0,11.0,8.0,2.03,1.18,0.48,0.41,39.03,87.0,60.0,23.0,35.0,517.0,08-26 20:57:12,0
27.06,20.0,12.0,8.0,2.52,1.11,0.43,0.5,39.0,87.0,60.0,22.0,35.0,528.0,08-26 20:57:13,0
27.1,21.0,12.0,9.0,2.38,1.0,0.57,0.41,38.98,86.0,62.0,23.0,35.0,520.0,08-26 20:57:14,0
27.01,20.0,12.0,8.0,2.14,1.38,0.4,0.46,39.0,86.0,62.0,22.0,35.0,515.0,08-26 20:57:15,0
27.01,20.0,12.0,8.0,2.71,0.87,0.51,0.44,39.01,86.0,62.0,22.0,35.0,517.0,08-26 20:57:16,0
