NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.5,20.0,12.0,8.0,2.82,1.09,0.68,0.72,43.88,104.0,8.0,23.0,35.0,517.0,09-20 10:51:10,0
27.5,21.0,12.0,8.0,2.64,1.29,0.6,0.68,43.88,108.0,18.0,22.0,36.0,516.0,09-20 10:51:11,0
27.5,20.0,12.0,8.0,2.99,0.88,0.88,0.59,43.85,108.0,18.0,22.0,35.0,522.0,09-20 10:51:12,0
27.43,20.0,12.0,10.0,2.16,1.32,0.82,0.47,43.8,113.0,26.0,22.0,35.0,524.0,09-20 10:51:13,0
27.4,20.0,11.0,8.0,2.44,1.37,0.6,0.71,43.75,105.0,20.0,23.0,35.0,524.0,09-20 10:51:14,0
27.4,20.0,12.0,8.0,2.88,0.93,0.89,0.51,43.75,103.0,20.0,23.0,35.0,513.0,09-20 10:51:15,0
27.4,19.0,12.0,7.0,2.03,1.5,0.7,0.53,43.77,105.0,20.0,23.0,36.0,525.0,09-20 10:51:16,0
27.4,20.0,12.0,9.0,2.69,1.24,0.6,0.7,43.73,109.0,24.0,23.0,35.0,518.0,09-20 10:51:17,0
27.34,19.0,12.0,8.0,2.71,0.99,0.91,0.51,43.74,103.0,20.0,22.0,36.0,523.0,09-20 10:51:18,0
27.3,20.0,13.0,8.0,2.06,1.56,0.66,0.56,43.64,105.0,7.0,23.0,35.0,515.0,09-20 10:51:19,0
27.3,20.0,12.0,6.0,2.79,1.13,0.66,0.68,43.65,105.0,20.0,23.0,36.0,511.0,09-20 10:51:20,0
27.3,21.0,12.0,7.0,2.54,1.04,0.9,0.46,43.6,105.0,20.0,23.0,36.0,513.0,09-20 10:51:21,0
27.3,19.0,12.0,8.0,2.11,1.53,0.6,0.6,43.58,109.0,23.0,22.0,36.0,523.0,09-20 10:51:22,0
27.26,20.0,13.0,8.0,2.9,1.07,0.74,0.65,43.63,77.0,82.0,22.0,35.0,518.0,09-20 10:51:23,0
27.2,20.0,12.0,8.0,2.39,1.09,0.9,0.47,43.66,77.0,82.0,22.0,35.0,515.0,09-20 10:51:24,0
27.11,19.0,12.0,7.0,2.29,1.57,0.56,0.64,43.7,77.0,82.0,22.0,35.0,525.0,09-20 10:51:25,0
27.11,21.0,12.0,7.0,2.94,0.92,0.78,0.62,43.6,77.0,82.0,23.0,35.0,523.0,09-20 10:51:26,0
27.2,20.0,11.0,9.0,2.3,1.23,0.84,0.47,43.6,77.0,82.0,23.0,36.0,517.0,09-20 10:51:27,0
27.2,20.0,11.0,8.0,2.0,1.59,0.56,0.61,43.58,77.0,82.0,22.0,36.0,517.0,09-20 10:51:28,0
27.17,20.0,11.0,8.0,2.23,1.38,0.67,0.57,43.55,77.0,82.0,22.0,35.0,516.0,09-20 10:51:29,0
27.13,20.0,12.0,8.0,2.46,1.17,0.79,0.53,43.54,77.0,82.0,23.0,35.0,511.0,09-20 10:51:30,0
27.1,20.0,12.0,8.0,2.68,0.96,0.9,0.49,43.48,77.0,82.0,22.0,35.0,520.0,09-20 10:51:31,0
27.1,20.0,12.0,6.0,2.07,1.37,0.69,0.52,43.46,77.0,82.0,23.0,35.0,511.0,09-20 10:51:32,0
27.1,21.0,12.0,8.0,2.73,1.28,0.63,0.72,43.44,77.0,82.0,22.0,35.0,513.0,09-20 10:51:33,0
27.1,20.0,12.0,9.0,2.72,0.93,0.94,0.49,43.46,77.0,82.0,23.0,36.0,515.0,09-20 10:51:34,0
27.1,20.0,11.0,8.0,1.99,1.45,0.67,0.53,43.45,77.0,82.0,23.0,36.0,527.0,09-20 10:51:35,0
27.1,20.0,12.0,7.0,2.78,1.16,0.67,0.71,43.48,77.0,82.0,23.0,36.0,518.0,09-20 10:51:36,0
27.1,20.0,12.0,8.0,2.52,1.03,0.92,0.46,43.56,77.0,82.0,22.0,36.0,514.0,09-20 10:51:37,0
27.1,20.0,12.0,10.0,2.12,1.5,0.59,0.61,43.56,77.0,82.0,22.0,36.0,526.0,09-20 10:51:38,0
27.1,20.0,11.0,8.0,2.96,1.05,0.72,0.66,43.56,77.0,82.0,22.0,35.0,519.0,09-20 10:51:39,0
27.1,20.0,12.0,8.0,2.41,1.09,0.9,0.46,43.57,77.0,82.0,23.0,36.0,517.0,09-20 10:51:40,0
27.1,21.0,12.0,7.0,2.22,1.52,0.56,0.61,43.57,77.0,82.0,22.0,36.0,526.0,09-20 10:51:41,0
27.1,20.0,12.0,6.0,2.92,0.91,0.8,0.61,43.56,77.0,82.0,22.0,35.0,512.0,09-20 10:51:42,0
27.1,20.0,12.0,8.0,2.2,1.23,0.84,0.45,43.51,77.0,82.0,22.0,36.0,512.0,09-20 10:51:43,0
27.1,20.0,12.0,9.0,2.31,1.53,0.57,0.67,43.48,77.0,82.0,23.0,35.0,512.0,09-20 10:51:44,0
27.1,20.0,12.0,8.0,2.24,1.51,0.6,0.63,43.52,77.0,82.0,22.0,36.0,513.0,09-20 10:51:45,0
27.1,20.0,12.0,8.0,2.17,1.49,0.62,0.6,43.59,77.0,82.0,22.0,35.0,521.0,09-20 10:51:46,0
27.01,19.0,12.0,9.0,2.79,1.15,0.63,0.69,43.58,77.0,82.0,22.0,35.0,516.0,09-20 10:51:47,0
27.01,20.0,11.0,8.0,2.54,1.06,0.92,0.46,43.53,77.0,82.0,23.0,36.0,511.0,09-20 10:51:48,0
27.1,20.0,12.0,9.0,2.1,1.48,0.55,0.62,43.52,77.0,82.0,23.0,35.0,515.0,09-20 10:51:49,0
27.1,21.0,13.0,8.0,2.88,1.09,0.72,0.65,43.5,77.0,82.0,23.0,35.0,524.0,09-20 10:51:50,0
27.1,20.0,12.0,9.0,2.31,1.09,0.86,0.46,43.5,77.0,82.0,22.0,36.0,529.0,09-20 10:51:51,0
27.1,20.0,12.0,8.0,2.34,1.56,0.56,0.66,43.51,77.0,82.0,22.0,36.0,522.0,09-20 10:51:52,0
27.1,20.0,12.0,7.0,2.84,0.9,0.78,0.62,43.46,77.0,82.0,23.0,36.0,514.0,09-20 10:51:53,0
27.1,20.0,12.0,8.0,2.27,1.23,0.83,0.46,43.45,77.0,82.0,23.0,35.0,512.0,09-20 10:51:54,0
27.1,21.0,12.0,8.0,2.31,1.45,0.54,0.68,43.41,77.0,82.0,22.0,36.0,525.0,09-20 10:51:55,0
27.1,19.0,12.0,8.0,2.98,0.89,0.8,0.55,43.4,77.0,82.0,22.0,36.0,528.0,09-20 10:51:56,0
27.06,20.0,11.0,9.0,2.11,1.31,0.8,0.48,43.4,77.0,82.0,23.0,36.0,524.0,09-20 10:51:57,0
27.0,20.0,13.0,9.0,2.49,1.39,0.52,0.71,43.41,77.0,82.0,22.0,36.0,529.0,09-20 10:51:58,0
27.08,20.0,12.0,8.0,2.81,0.95,0.9,0.52,43.43,77.0,82.0,22.0,35.0,519.0,09-20 10:51:59,0
27.1,20.0,12.0,8.0,2.01,1.42,0.76,0.53,43.36,77.0,82.0,22.0,36.0,522.0,09-20 10:52:00,0
27.2,19.0,12.0,8.0,2.61,1.33,0.6,0.7,43.34,77.0,82.0,22.0,36.0,512.0,09-20 10:52:01,0
27.2,20.0,12.0,9.0,2.7,0.95,0.9,0.5,43.4,77.0,82.0,22.0,35.0,519.0,09-20 10:52:02,0
27.2,20.0,11.0,8.0,2.09,1.5,0.65,0.57,43.37,77.0,82.0,22.0,36.0,514.0,09-20 10:52:03,0
27.2,20.0,12.0,6.0,2.73,1.12,0.66,0.68,43.36,77.0,82.0,23.0,36.0,512.0,09-20 10:52:04,0
27.2,21.0,12.0,7.0,2.49,1.01,0.87,0.46,43.34,77.0,82.0,23.0,36.0,514.0,09-20 10:52:05,0
27.2,20.0,12.0,8.0,2.09,1.54,0.59,0.59,43.32,77.0,82.0,22.0,35.0,524.0,09-20 10:52:06,0
27.2,20.0,12.0,7.0,2.84,1.02,0.71,0.68,43.41,77.0,82.0,22.0,36.0,522.0,09-20 10:52:07,0
27.2,19.0,12.0,8.0,2.29,1.11,0.85,0.46,43.45,77.0,82.0,22.0,35.0,522.0,09-20 10:52:08,0
27.27,20.0,13.0,8.0,2.21,1.51,0.59,0.65,43.51,77.0,82.0,23.0,36.0,512.0,09-20 10:52:09,0
