NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.2,19.0,10.0,8.0,2.31,0.98,0.46,0.43,49.91,117.0,101.0,23.0,36.0,525.0,09-02 13:57:22,0
27.2,21.0,11.0,8.0,2.34,0.93,0.45,0.41,49.89,117.0,101.0,23.0,35.0,519.0,09-02 13:57:23,0
27.13,21.0,12.0,8.0,2.21,0.97,0.51,0.4,49.89,117.0,101.0,22.0,36.0,517.0,09-02 13:57:24,0
27.0,19.0,12.0,8.0,2.26,1.07,0.4,0.43,49.93,117.0,101.0,23.0,36.0,511.0,09-02 13:57:25,0
27.11,20.0,11.0,8.0,2.53,0.9,0.46,0.45,49.93,117.0,101.0,22.0,36.0,528.0,09-02 13:57:26,0
27.2,20.0,10.0,8.0,2.22,0.97,0.53,0.39,50.1,117.0,101.0,23.0,35.0,527.0,09-02 13:57:27,0
27.2,20.0,10.0,8.0,2.24,1.12,0.4,0.46,50.06,117.0,101.0,22.0,36.0,530.0,09-02 13:57:28,0
27.2,20.0,11.0,8.0,2.5,0.86,0.49,0.44,50.05,117.0,101.0,23.0,36.0,513.0,09-02 13:57:29,0
27.2,21.0,11.0,8.0,2.2,1.02,0.51,0.39,50.0,117.0,101.0,22.0,35.0,522.0,09-02 13:57:30,0
27.2,20.0,10.0,8.0,2.26,1.1,0.4,0.48,49.89,117.0,101.0,22.0,35.0,522.0,09-02 13:57:31,0
27.2,19.0,12.0,7.0,2.54,0.89,0.51,0.42,49.85,117.0,101.0,23.0,36.0,517.0,09-02 13:57:32,0
27.2,20.0,11.0,9.0,2.08,1.08,0.45,0.4,49.95,117.0,101.0,23.0,36.0,511.0,09-02 13:57:33,0
27.2,20.0,11.0,9.0,2.38,1.06,0.41,0.49,49.91,117.0,101.0,22.0,35.0,513.0,09-02 13:57:34,0
27.2,21.0,10.0,8.0,2.47,0.9,0.52,0.4,49.78,117.0,101.0,22.0,35.0,526.0,09-02 13:57:35,0
27.2,21.0,12.0,8.0,2.16,1.03,0.42,0.43,49.78,117.0,101.0,22.0,35.0,521.0,09-02 13:57:36,0
27.2,20.0,11.0,8.0,2.46,0.96,0.42,0.48,49.83,117.0,101.0,23.0,35.0,529.0,09-02 13:57:37,0
27.2,19.0,12.0,7.0,2.39,0.95,0.56,0.39,49.83,117.0,101.0,23.0,35.0,521.0,09-02 13:57:38,0
27.2,21.0,11.0,8.0,2.21,1.08,0.41,0.46,49.82,117.0,101.0,23.0,36.0,521.0,09-02 13:57:39,0
27.2,20.0,11.0,8.0,2.49,0.97,0.46,0.47,49.86,117.0,101.0,23.0,36.0,527.0,09-02 13:57:40,0
27.2,21.0,10.0,9.0,2.26,0.89,0.51,0.39,49.89,117.0,101.0,22.0,35.0,515.0,09-02 13:57:41,0
27.2,19.0,11.0,8.0,2.24,1.16,0.38,0.43,49.86,117.0,101.0,22.0,36.0,519.0,09-02 13:57:42,0
27.2,21.0,11.0,8.0,2.51,0.87,0.48,0.47,49.82,117.0,101.0,22.0,35.0,511.0,09-02 13:57:43,0
27.2,21.0,11.0,8.0,2.22,0.96,0.51,0.39,49.85,119.0,101.0,22.0,35.0,514.0,09-02 13:57:44,0
27.2,21.0,11.0,8.0,2.24,1.09,0.4,0.46,49.82,117.0,101.0,23.0,36.0,515.0,09-02 13:57:45,0
27.2,20.0,11.0,8.0,2.54,0.85,0.49,0.44,49.81,117.0,101.0,22.0,35.0,527.0,09-02 13:57:46,0
27.2,20.0,11.0,8.0,2.16,1.02,0.5,0.39,49.84,117.0,101.0,23.0,36.0,521.0,09-02 13:57:47,0
27.2,20.0,11.0,8.0,2.3,1.08,0.4,0.49,49.83,117.0,101.0,22.0,36.0,527.0,09-02 13:57:48,0
27.2,21.0,11.0,9.0,2.48,0.87,0.48,0.42,49.79,117.0,101.0,22.0,36.0,520.0,09-02 13:57:49,0
27.04,20.0,11.0,8.0,2.14,1.06,0.47,0.42,49.83,117.0,101.0,23.0,35.0,530.0,09-02 13:57:50,0
27.04,19.0,11.0,8.0,2.39,0.93,0.39,0.49,49.93,117.0,101.0,23.0,35.0,523.0,09-02 13:57:51,0
27.2,20.0,11.0,8.0,2.39,0.94,0.54,0.4,49.88,117.0,101.0,23.0,35.0,513.0,09-02 13:57:52,0
