NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.23,20.0,11.0,9.0,2.16,0.92,0.36,0.42,47.36,116.0,92.0,23.0,35.0,524.0,09-01 13:37:57,0
27.2,19.0,11.0,8.0,2.23,0.85,0.48,0.36,47.36,116.0,92.0,22.0,35.0,515.0,09-01 13:37:58,0
27.12,21.0,10.0,8.0,2.14,1.12,0.34,0.47,47.36,116.0,92.0,23.0,36.0,525.0,09-01 13:37:59,0
27.1,21.0,11.0,8.0,2.61,0.8,0.44,0.48,47.36,116.0,92.0,22.0,35.0,523.0,09-01 13:38:00,0
27.2,20.0,11.0,9.0,2.2,0.88,0.59,0.33,47.36,116.0,92.0,22.0,35.0,527.0,09-01 13:38:01,0
27.2,19.0,12.0,8.0,2.22,1.22,0.31,0.51,47.34,116.0,92.0,23.0,35.0,517.0,09-01 13:38:02,0
27.2,20.0,11.0,7.0,2.72,0.71,0.49,0.46,47.43,116.0,92.0,22.0,36.0,513.0,09-01 13:38:03,0
27.2,20.0,11.0,8.0,2.0,0.97,0.49,0.37,47.48,116.0,92.0,22.0,35.0,528.0,09-01 13:38:04,0
27.2,18.0,12.0,8.0,2.35,1.15,0.28,0.55,47.49,116.0,92.0,23.0,36.0,522.0,09-01 13:38:05,0
27.2,20.0,11.0,9.0,2.74,0.71,0.53,0.43,47.46,116.0,92.0,23.0,35.0,522.0,09-01 13:38:06,0
27.2,20.0,11.0,9.0,1.98,1.06,0.42,0.4,47.47,116.0,92.0,22.0,36.0,523.0,09-01 13:38:07,0
27.2,21.0,11.0,7.0,2.39,1.02,0.33,0.55,47.47,116.0,92.0,23.0,36.0,526.0,09-01 13:38:08,0
27.15,18.0,11.0,6.0,2.66,0.7,0.55,0.38,47.47,116.0,92.0,23.0,35.0,526.0,09-01 13:38:09,0
27.1,20.0,11.0,9.0,1.98,1.11,0.37,0.43,47.48,116.0,92.0,23.0,36.0,528.0,09-01 13:38:10,0
27.19,19.0,11.0,8.0,2.51,0.95,0.36,0.56,47.55,116.0,92.0,22.0,36.0,514.0,09-01 13:38:11,0
27.2,22.0,11.0,7.0,2.43,0.73,0.59,0.37,47.58,116.0,92.0,23.0,36.0,523.0,09-01 13:38:12,0
27.2,20.0,11.0,8.0,2.04,1.23,0.34,0.44,47.5,116.0,92.0,22.0,36.0,522.0,09-01 13:38:13,0
27.16,20.0,11.0,9.0,2.63,0.88,0.4,0.56,47.49,116.0,92.0,22.0,36.0,528.0,09-01 13:38:14,0
27.1,20.0,11.0,7.0,2.32,0.84,0.59,0.36,47.47,116.0,92.0,23.0,36.0,530.0,09-01 13:38:15,0
27.1,20.0,11.0,9.0,2.17,1.24,0.28,0.5,47.46,116.0,92.0,22.0,36.0,525.0,09-01 13:38:16,0
27.11,19.0,11.0,7.0,2.74,0.75,0.49,0.52,47.44,116.0,95.0,22.0,35.0,529.0,09-01 13:38:17,0
27.2,20.0,11.0,8.0,2.17,0.94,0.55,0.35,47.42,116.0,95.0,22.0,35.0,524.0,09-01 13:38:18,0
27.17,20.0,11.0,8.0,2.19,1.24,0.28,0.52,47.46,116.0,92.0,23.0,36.0,528.0,09-01 13:38:19,0
27.1,22.0,11.0,7.0,2.57,0.78,0.53,0.42,47.53,116.0,93.0,23.0,36.0,521.0,09-01 13:38:20,0
27.1,21.0,11.0,8.0,2.04,1.07,0.44,0.39,47.54,116.0,93.0,22.0,36.0,517.0,09-01 13:38:21,0
27.1,20.0,11.0,8.0,2.38,1.08,0.34,0.55,47.64,116.0,95.0,23.0,35.0,530.0,09-01 13:38:22,0
27.01,20.0,11.0,8.0,2.59,0.72,0.51,0.38,47.58,116.0,95.0,23.0,36.0,523.0,09-01 13:38:23,0
27.02,20.0,11.0,8.0,1.96,1.09,0.36,0.42,47.62,116.0,92.0,23.0,35.0,519.0,09-01 13:38:24,0
27.1,19.0,11.0,7.0,2.53,0.94,0.37,0.53,47.62,116.0,92.0,23.0,35.0,512.0,09-01 13:38:25,0
27.1,21.0,10.0,8.0,2.44,0.72,0.59,0.34,47.71,116.0,95.0,22.0,36.0,525.0,09-01 13:38:26,0
27.1,20.0,12.0,7.0,2.04,1.22,0.36,0.45,47.78,116.0,95.0,23.0,35.0,525.0,09-01 13:38:27,0
27.1,20.0,12.0,7.0,2.61,0.85,0.4,0.55,47.74,116.0,95.0,23.0,35.0,520.0,09-01 13:38:28,0
27.1,20.0,11.0,8.0,2.32,0.82,0.58,0.35,47.68,116.0,95.0,23.0,35.0,530.0,09-01 13:38:29,0
27.1,20.0,11.0,8.0,2.14,1.23,0.27,0.49,47.66,116.0,95.0,23.0,35.0,528.0,09-01 13:38:30,0
27.06,20.0,11.0,8.0,2.64,0.74,0.46,0.5,47.67,116.0,92.0,22.0,36.0,523.0,09-01 13:38:31,0
27.0,19.0,10.0,8.0,2.65,0.65,0.6,0.34,47.66,116.0,92.0,23.0,36.0,520.0,09-01 13:38:32,0
27.1,20.0,12.0,8.0,2.5,1.15,0.4,0.69,48.24,116.0,92.0,23.0,35.0,522.0,09-01 13:38:33,0
27.1,20.0,11.0,8.0,2.8,0.73,0.49,0.49,48.52,116.0,92.0,22.0,35.0,516.0,09-01 13:38:34,0
27.1,20.0,11.0,8.0,2.09,0.96,0.56,0.38,48.68,116.0,92.0,22.0,36.0,513.0,09-01 13:38:35,0
27.1,20.0,12.0,8.0,2.29,1.19,0.28,0.53,48.89,116.0,92.0,22.0,35.0,521.0,09-01 13:38:36,0
