NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.0,18.0,12.0,10.0,2.0,0.7,0.3,0.5,44.93,80.0,16.0,22.0,35.0,526.0,08-27 06:08:40,0
27.01,20.0,12.0,8.0,2.41,1.14,0.39,0.5,44.96,80.0,16.0,22.0,35.0,525.0,08-27 06:08:41,0
27.1,20.0,11.0,9.0,2.02,1.52,0.38,0.51,44.95,80.0,16.0,22.0,36.0,525.0,08-27 06:08:42,0
27.06,20.0,12.0,8.0,2.3,1.51,0.4,0.57,44.91,80.0,16.0,23.0,35.0,513.0,08-27 06:08:43,0
27.0,20.0,12.0,9.0,2.71,1.11,0.43,0.53,45.11,80.0,16.0,22.0,35.0,521.0,08-27 06:08:44,0
27.08,20.0,12.0,8.0,2.02,1.32,0.43,0.5,45.15,82.0,28.0,23.0,36.0,514.0,08-27 06:08:45,0
27.1,20.0,12.0,8.0,2.33,1.42,0.36,0.54,45.23,81.0,29.0,22.0,35.0,520.0,08-27 06:08:46,0
27.1,19.0,13.0,8.0,2.69,1.1,0.46,0.51,45.4,77.0,29.0,22.0,36.0,523.0,08-27 06:08:47,0
27.1,19.0,12.0,7.0,2.08,1.37,0.42,0.5,45.51,80.0,29.0,23.0,36.0,524.0,08-27 06:08:48,0
27.1,21.0,12.0,8.0,2.37,1.39,0.39,0.56,45.6,81.0,29.0,23.0,36.0,526.0,08-27 06:08:49,0
27.1,20.0,12.0,9.0,2.53,1.11,0.48,0.5,45.75,82.0,28.0,23.0,36.0,515.0,08-27 06:08:50,0
27.1,20.0,12.0,9.0,2.01,1.48,0.39,0.5,45.86,82.0,28.0,23.0,35.0,530.0,08-27 06:08:51,0
27.01,20.0,12.0,8.0,2.42,1.34,0.39,0.55,45.91,82.0,28.0,23.0,35.0,511.0,08-27 06:08:52,0
27.02,20.0,12.0,9.0,2.41,1.2,0.47,0.5,45.9,82.0,28.0,22.0,36.0,522.0,08-27 06:08:53,0
27.1,20.0,12.0,9.0,2.09,1.54,0.38,0.51,46.03,82.0,28.0,23.0,36.0,523.0,08-27 06:08:54,0
27.1,20.0,13.0,7.0,2.58,1.2,0.4,0.57,46.11,82.0,28.0,23.0,36.0,514.0,08-27 06:08:55,0
27.1,19.0,12.0,6.0,2.43,1.2,0.5,0.5,46.18,82.0,28.0,23.0,36.0,511.0,08-27 06:08:56,0
27.1,20.0,12.0,8.0,2.17,1.49,0.34,0.53,46.22,81.0,29.0,23.0,36.0,520.0,08-27 06:08:57,0
27.1,20.0,12.0,7.0,2.68,1.11,0.43,0.53,46.38,80.0,26.0,23.0,36.0,514.0,08-27 06:08:58,0
27.1,20.0,12.0,8.0,2.02,1.28,0.43,0.5,46.4,81.0,29.0,23.0,35.0,530.0,08-27 06:08:59,0
27.1,19.0,12.0,8.0,2.33,1.46,0.39,0.53,46.51,81.0,29.0,22.0,35.0,525.0,08-27 06:09:00,0
27.1,20.0,12.0,8.0,2.59,1.08,0.46,0.52,46.56,81.0,29.0,23.0,36.0,529.0,08-27 06:09:01,0
27.1,20.0,12.0,8.0,2.08,1.4,0.42,0.5,46.51,81.0,29.0,23.0,36.0,530.0,08-27 06:09:02,0
27.1,20.0,12.0,8.0,2.32,1.33,0.39,0.57,46.57,81.0,29.0,23.0,36.0,520.0,08-27 06:09:03,0
27.1,20.0,12.0,8.0,2.6,1.14,0.5,0.5,46.62,81.0,29.0,22.0,35.0,526.0,08-27 06:09:04,0
27.13,20.0,12.0,8.0,1.98,1.43,0.38,0.5,46.73,81.0,30.0,22.0,36.0,519.0,08-27 06:09:05,0
27.2,20.0,12.0,8.0,2.46,1.27,0.37,0.52,46.79,81.0,30.0,22.0,35.0,513.0,08-27 06:09:06,0
27.2,20.0,11.0,8.0,2.38,1.21,0.48,0.5,46.75,81.0,30.0,22.0,36.0,525.0,08-27 06:09:07,0
27.2,20.0,11.0,8.0,2.08,1.52,0.35,0.51,46.77,78.0,30.0,23.0,36.0,530.0,08-27 06:09:08,0
27.2,20.0,12.0,8.0,2.56,1.24,0.41,0.52,46.88,81.0,29.0,23.0,35.0,530.0,08-27 06:09:09,0
27.2,20.0,12.0,8.0,2.32,1.22,0.48,0.5,46.9,81.0,29.0,23.0,35.0,526.0,08-27 06:09:10,0
27.2,20.0,11.0,8.0,2.18,1.56,0.36,0.49,46.89,82.0,28.0,23.0,36.0,519.0,08-27 06:09:11,0
27.2,20.0,12.0,8.0,2.6,1.1,0.42,0.54,46.98,82.0,28.0,22.0,36.0,530.0,08-27 06:09:12,0
27.2,20.0,13.0,8.0,2.14,1.27,0.46,0.5,47.0,82.0,28.0,23.0,35.0,514.0,08-27 06:09:13,0
27.2,20.0,12.0,8.0,2.2,1.5,0.37,0.53,47.05,82.0,28.0,23.0,35.0,524.0,08-27 06:09:14,0
27.2,20.0,12.0,8.0,2.63,1.1,0.42,0.53,47.07,77.0,30.0,23.0,35.0,515.0,08-27 06:09:15,0
27.2,20.0,12.0,9.0,2.01,1.38,0.42,0.5,47.17,82.0,28.0,23.0,35.0,518.0,08-27 06:09:16,0
27.2,20.0,12.0,7.0,2.29,1.44,0.34,0.53,47.22,77.0,29.0,23.0,35.0,527.0,08-27 06:09:17,0
27.2,20.0,12.0,9.0,2.6,1.1,0.46,0.5,47.22,78.0,28.0,23.0,35.0,520.0,08-27 06:09:18,0
27.13,19.0,12.0,8.0,2.01,1.38,0.39,0.5,47.17,75.0,31.0,22.0,36.0,520.0,08-27 06:09:19,0
27.11,19.0,13.0,7.0,2.48,1.3,0.38,0.57,47.27,80.0,31.0,22.0,35.0,520.0,08-27 06:09:20,0
27.2,20.0,12.0,8.0,2.49,1.14,0.49,0.5,47.29,81.0,29.0,23.0,36.0,514.0,08-27 06:09:21,0
27.2,19.0,12.0,7.0,2.08,1.46,0.37,0.5,47.27,81.0,32.0,22.0,35.0,518.0,08-27 06:09:22,0
27.2,20.0,12.0,9.0,2.46,1.23,0.4,0.53,47.29,77.0,30.0,23.0,36.0,527.0,08-27 06:09:23,0
27.2,19.0,12.0,8.0,2.27,1.17,0.49,0.5,47.26,77.0,30.0,22.0,35.0,527.0,08-27 06:09:24,0
27.2,19.0,12.0,6.0,2.1,1.53,0.33,0.49,47.25,77.0,27.0,23.0,35.0,515.0,08-27 06:09:25,0
27.17,20.0,12.0,7.0,2.18,1.47,0.36,0.53,47.53,78.0,31.0,23.0,36.0,528.0,08-27 06:09:26,0
27.13,20.0,12.0,7.0,2.27,1.4,0.38,0.56,47.89,78.0,31.0,23.0,35.0,520.0,08-27 06:09:27,0
27.1,20.0,12.0,8.0,2.35,1.33,0.4,0.6,48.27,78.0,31.0,22.0,35.0,524.0,08-27 06:09:28,0
27.1,20.0,12.0,8.0,2.5,1.09,0.48,0.5,48.58,78.0,31.0,22.0,35.0,527.0,08-27 06:09:29,0
27.1,20.0,12.0,9.0,2.02,1.48,0.39,0.5,48.64,78.0,29.0,23.0,35.0,530.0,08-27 06:09:30,0
27.1,19.0,12.0,8.0,2.38,1.3,0.4,0.56,48.68,78.0,31.0,22.0,35.0,514.0,08-27 06:09:31,0
27.1,20.0,11.0,7.0,2.46,1.13,0.49,0.5,48.68,78.0,29.0,23.0,35.0,530.0,08-27 06:09:32,0
27.1,20.0,13.0,7.0,1.98,1.49,0.34,0.5,48.67,78.0,29.0,23.0,35.0,514.0,08-27 06:09:33,0
27.14,20.0,12.0,8.0,2.48,1.2,0.4,0.57,48.62,78.0,29.0,23.0,35.0,515.0,08-27 06:09:34,0
27.2,20.0,13.0,8.0,2.42,1.21,0.48,0.5,48.55,78.0,29.0,23.0,36.0,511.0,08-27 06:09:35,0
27.13,20.0,12.0,9.0,2.07,1.48,0.33,0.5,48.49,78.0,29.0,23.0,36.0,522.0,08-27 06:09:36,0
27.1,20.0,11.0,9.0,2.63,1.19,0.42,0.52,48.39,78.0,29.0,22.0,35.0,520.0,08-27 06:09:37,0
27.2,20.0,12.0,8.0,2.14,1.24,0.47,0.5,48.37,78.0,29.0,23.0,36.0,517.0,08-27 06:09:38,0
27.16,21.0,11.0,8.0,2.26,1.49,0.37,0.54,48.39,76.0,41.0,23.0,35.0,514.0,08-27 06:09:39,0
27.1,20.0,13.0,8.0,2.62,1.09,0.47,0.5,50.48,20.0,8.0,23.0,35.0,529.0,08-27 06:09:40,0
27.03,20.0,12.0,8.0,2.08,1.35,0.5,0.5,51.92,20.0,8.0,22.0,35.0,522.0,08-27 06:09:41,0
27.0,20.0,12.0,8.0,2.28,1.5,0.42,0.55,52.55,20.0,8.0,23.0,36.0,526.0,08-27 06:09:42,0
27.09,20.0,12.0,7.0,2.54,1.16,0.53,0.52,53.05,20.0,8.0,22.0,36.0,522.0,08-27 06:09:43,0
27.1,20.0,12.0,7.0,2.0,1.52,0.49,0.5,53.31,20.0,8.0,23.0,36.0,515.0,08-27 06:09:44,0
27.1,19.0,12.0,8.0,2.36,1.48,0.47,0.55,53.75,20.0,8.0,23.0,35.0,514.0,08-27 06:09:45,0
27.1,21.0,12.0,8.0,2.51,1.25,0.57,0.5,53.88,20.0,8.0,22.0,36.0,515.0,08-27 06:09:46,0
27.1,20.0,12.0,8.0,2.01,1.58,0.46,0.5,54.13,20.0,8.0,22.0,36.0,524.0,08-27 06:09:47,0
27.1,20.0,12.0,7.0,2.51,1.43,0.52,0.58,54.38,20.0,8.0,22.0,36.0,515.0,08-27 06:09:48,0
27.1,20.0,12.0,8.0,2.41,1.29,0.63,0.5,54.55,20.0,8.0,23.0,36.0,518.0,08-27 06:09:49,0
27.1,20.0,13.0,8.0,2.11,1.64,0.52,0.49,54.72,20.0,8.0,23.0,35.0,518.0,08-27 06:09:50,0
27.1,19.0,13.0,8.0,2.52,1.33,0.57,0.55,54.96,20.0,8.0,22.0,36.0,518.0,08-27 06:09:51,0
27.1,20.0,12.0,8.0,2.21,1.42,0.66,0.5,55.09,20.0,8.0,23.0,35.0,529.0,08-27 06:09:52,0
27.1,20.0,12.0,8.0,2.14,1.72,0.54,0.5,55.2,20.0,8.0,23.0,35.0,520.0,08-27 06:09:53,0
27.1,20.0,12.0,9.0,2.59,1.32,0.64,0.54,55.41,20.0,8.0,22.0,36.0,528.0,08-27 06:09:54,0
27.2,19.0,12.0,8.0,2.03,1.54,0.68,0.5,55.5,20.0,8.0,23.0,35.0,515.0,08-27 06:09:55,0
27.2,20.0,12.0,7.0,2.24,1.75,0.62,0.54,55.56,20.0,8.0,23.0,36.0,519.0,08-27 06:09:56,0
27.2,21.0,12.0,7.0,2.61,1.34,0.69,0.5,55.61,20.0,8.0,23.0,36.0,515.0,08-27 06:09:57,0
27.2,20.0,12.0,6.0,2.08,1.56,0.78,0.49,55.71,20.0,8.0,22.0,36.0,512.0,08-27 06:09:58,0
27.2,19.0,13.0,8.0,2.56,1.5,0.69,0.55,55.9,21.0,8.0,22.0,35.0,529.0,08-27 06:09:59,0
27.11,21.0,12.0,7.0,2.31,1.53,0.79,0.5,55.99,20.0,8.0,22.0,35.0,525.0,08-27 06:10:00,0
27.1,20.0,12.0,8.0,2.17,1.78,0.66,0.51,56.11,20.0,8.0,22.0,35.0,511.0,08-27 06:10:01,0
27.1,20.0,12.0,8.0,2.62,1.48,0.77,0.54,56.23,20.0,8.0,22.0,35.0,516.0,08-27 06:10:02,0
27.16,19.0,12.0,8.0,2.19,1.56,0.83,0.5,56.33,21.0,8.0,22.0,35.0,518.0,08-27 06:10:03,0
27.2,21.0,11.0,9.0,2.2,1.94,0.75,0.51,56.44,21.0,8.0,22.0,35.0,512.0,08-27 06:10:04,0
27.2,20.0,12.0,9.0,2.54,1.45,0.83,0.5,56.53,21.0,8.0,23.0,35.0,520.0,08-27 06:10:05,0
27.19,21.0,13.0,7.0,2.08,1.74,0.86,0.49,56.67,20.0,8.0,22.0,35.0,516.0,08-27 06:10:06,1
27.1,20.0,12.0,8.0,2.27,1.93,0.81,0.54,56.75,20.0,8.0,23.0,35.0,523.0,08-27 06:10:07,1
27.14,21.0,12.0,8.0,2.58,1.56,0.9,0.52,56.74,20.0,8.0,22.0,35.0,515.0,08-27 06:10:08,1
27.2,20.0,12.0,9.0,1.98,1.91,0.89,0.49,56.82,21.0,8.0,23.0,35.0,526.0,08-27 06:10:09,1
27.2,19.0,13.0,8.0,2.34,1.91,0.85,0.54,57.02,21.0,8.0,23.0,36.0,513.0,08-27 06:10:10,1
27.2,20.0,11.0,8.0,2.5,1.67,0.99,0.49,57.19,20.0,8.0,22.0,35.0,522.0,08-27 06:10:11,1
