NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
27.1,20.0,12.0,8.0,2.07,0.87,0.74,0.45,43.0,143.0,119.0,22.0,35.0,516.0,09-20 06:42:05,0
27.1,20.0,12.0,8.0,2.28,0.8,0.66,0.47,43.01,143.0,119.0,23.0,35.0,522.0,09-20 06:42:06,0
27.1,20.0,12.0,8.0,1.96,0.94,0.65,0.48,43.03,143.0,119.0,22.0,36.0,529.0,09-20 06:42:07,0
27.1,20.0,12.0,9.0,2.17,1.0,0.58,0.55,43.0,143.0,119.0,23.0,35.0,530.0,09-20 06:42:08,0
27.1,19.0,12.0,8.0,2.3,0.8,0.68,0.48,42.95,143.0,119.0,22.0,35.0,529.0,09-20 06:42:09,0
27.09,20.0,13.0,9.0,1.96,0.99,0.62,0.51,43.03,143.0,119.0,22.0,35.0,517.0,09-20 06:42:10,0
27.0,20.0,12.0,9.0,2.23,0.87,0.58,0.55,42.93,143.0,119.0,22.0,35.0,515.0,09-20 06:42:11,0
27.04,20.0,12.0,7.0,2.19,0.79,0.71,0.45,42.84,143.0,119.0,23.0,36.0,521.0,09-20 06:42:12,0
27.1,20.0,12.0,9.0,2.01,1.01,0.58,0.47,42.81,143.0,119.0,23.0,35.0,516.0,09-20 06:42:13,0
27.1,20.0,13.0,8.0,2.29,0.88,0.61,0.54,42.79,143.0,119.0,23.0,36.0,512.0,09-20 06:42:14,0
27.1,21.0,11.0,8.0,2.09,0.87,0.7,0.45,42.95,143.0,119.0,22.0,36.0,529.0,09-20 06:42:15,0
27.1,20.0,12.0,8.0,2.01,1.01,0.54,0.54,42.89,143.0,119.0,23.0,35.0,519.0,09-20 06:42:16,0
27.1,20.0,12.0,9.0,2.31,0.8,0.62,0.53,43.06,143.0,119.0,22.0,35.0,530.0,09-20 06:42:17,0
27.1,19.0,12.0,9.0,2.13,0.9,0.69,0.46,43.06,143.0,119.0,22.0,35.0,527.0,09-20 06:42:18,0
