NTC,PM10,PM2.5,PM1.0,CT1,CT2,CT3,CT4,value_TGmx,X_Tmax,Y_Tmax,ex_temperature,ex_humidity,ex_illuminance,collection_datetime,tagging_state
28.9,20.0,12.0,8.0,2.87,1.48,0.61,0.49,43.51,112.0,61.0,23.0,36.0,527.0,08-27 08:22:33,0
28.8,20.0,12.0,8.0,2.24,1.5,0.4,0.43,43.54,112.0,59.0,22.0,36.0,517.0,08-27 08:22:34,0
28.77,20.0,12.0,7.0,2.83,1.0,0.49,0.44,43.56,112.0,57.0,22.0,35.0,512.0,08-27 08:22:35,0
28.7,20.0,13.0,7.0,2.13,1.22,0.48,0.4,43.56,111.0,57.0,22.0,36.0,523.0,08-27 08:22:36,0
28.76,20.0,12.0,8.0,2.28,1.35,0.46,0.46,43.58,111.0,57.0,22.0,35.0,526.0,08-27 08:22:37,0
28.8,20.0,13.0,7.0,2.14,1.41,0.42,0.44,43.6,111.0,57.0,23.0,35.0,527.0,08-27 08:22:38,0
28.8,20.0,12.0,8.0,2.7,0.88,0.52,0.41,43.64,112.0,57.0,23.0,35.0,518.0,08-27 08:22:39,0
28.82,20.0,12.0,8.0,2.04,1.31,0.46,0.39,43.65,112.0,57.0,22.0,35.0,514.0,08-27 08:22:40,0
28.9,20.0,11.0,9.0,2.56,1.15,0.43,0.48,43.6,111.0,57.0,22.0,35.0,511.0,08-27 08:22:41,0
28.99,19.0,12.0,9.0,2.43,1.0,0.57,0.4,43.57,111.0,57.0,23.0,35.0,518.0,08-27 08:22:42,0
29.1,20.0,12.0,7.0,2.17,1.42,0.41,0.44,43.56,112.0,57.0,23.0,35.0,519.0,08-27 08:22:43,0
29.1,20.0,11.0,7.0,2.68,0.92,0.53,0.38,43.56,112.0,57.0,23.0,35.0,522.0,08-27 08:22:44,0
29.08,20.0,11.0,8.0,2.02,1.43,0.46,0.42,43.53,111.0,57.0,22.0,35.0,530.0,08-27 08:22:45,0
28.9,19.0,12.0,8.0,2.74,1.05,0.45,0.45,43.52,111.0,56.0,23.0,36.0,526.0,08-27 08:22:46,0
28.87,20.0,12.0,8.0,2.24,1.11,0.54,0.38,43.61,112.0,57.0,22.0,36.0,527.0,08-27 08:22:47,0
28.8,20.0,12.0,8.0,1.99,1.32,0.47,0.4,43.61,112.0,57.0,23.0,36.0,518.0,08-27 08:22:48,0
28.87,20.0,12.0,8.0,2.63,1.2,0.44,0.47,43.61,112.0,57.0,23.0,36.0,529.0,08-27 08:22:49,0
28.9,20.0,13.0,8.0,2.37,1.06,0.57,0.38,43.57,112.0,57.0,23.0,36.0,526.0,08-27 08:22:50,0
28.8,20.0,12.0,8.0,2.24,1.41,0.4,0.45,43.57,112.0,59.0,23.0,36.0,525.0,08-27 08:22:51,0
28.8,20.0,12.0,8.0,2.87,0.91,0.53,0.43,43.55,112.0,59.0,22.0,36.0,525.0,08-27 08:22:52,0
28.8,20.0,11.0,8.0,2.13,1.39,0.46,0.4,43.58,112.0,57.0,22.0,35.0,529.0,08-27 08:22:53,0
28.73,21.0,12.0,9.0,2.81,1.09,0.47,0.47,43.57,112.0,57.0,22.0,35.0,524.0,08-27 08:22:54,0
28.7,20.0,12.0,9.0,2.38,1.1,0.52,0.35,43.47,112.0,57.0,23.0,35.0,520.0,08-27 08:22:55,0
